Release_Date	Polling_Start	Polling_End	NrParticipants	CDU_CSU	SPD	GRÜNE	FDP	LINKE	AFD
18.08.1999	18.08.1999	18.08.1999	n/a	42.2	32.6	7.4	6.6	6.0	n/a
21.07.1999	21.07.1999	21.07.1999	n/a	43.3	32.6	6.7	7.0	5.9	n/a
16.06.1999	16.06.1999	16.06.1999	n/a	39.7	35.6	6.6	7.7	5.8	n/a
19.05.1999	19.05.1999	19.05.1999	n/a	36.8	37.3	7.8	7.0	5.9	n/a
14.04.1999	14.04.1999	14.04.1999	n/a	37.9	37.6	6.5	7.5	5.5	n/a
17.03.1999	17.03.1999	17.03.1999	n/a	38.7	37.0	6.8	7.4	5.7	n/a
16.12.1998	16.12.1998	16.12.1998	n/a	36.3	39.4	7.2	6.0	n/a	n/a
26.09.1998	26.09.1998	26.09.1998	n/a	36.0	40.5	6.0	6.5	5.0	n/a
23.09.1998	23.09.1998	23.09.1998	n/a	36.1	41.1	7.0	6.5	4.7	n/a
16.09.1998	16.09.1998	16.09.1998	n/a	35.5	41.4	7.0	6.6	5.0	n/a
09.09.1998	09.09.1998	09.09.1998	n/a	35.6	40.8	7.5	7.2	4.5	n/a
02.09.1998	02.09.1998	02.09.1998	n/a	35.5	41.1	7.0	6.1	4.9	n/a
26.08.1998	26.08.1998	26.08.1998	n/a	35.2	42.7	6.3	6.0	5.3	n/a
19.08.1998	19.08.1998	19.08.1998	n/a	34.5	42.9	7.0	5.8	5.2	n/a
12.08.1998	12.08.1998	12.08.1998	n/a	33.0	43.8	7.0	6.6	5.2	n/a
17.06.1998	17.06.1998	17.06.1998	n/a	31.1	44.4	7.6	6.9	5.7	n/a
20.05.1998	20.05.1998	20.05.1998	n/a	31.0	45.5	7.5	5.7	5.9	n/a
29.04.1998	29.04.1998	29.04.1998	n/a	31.3	45.2	8.5	5.8	5.2	n/a
25.03.1998	25.03.1998	25.03.1998	n/a	32.1	42.7	10.2	5.8	5.4	n/a
